customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0175,Female,0,Yes,Yes,61,No,No,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.52,1416.06,Yes
CUST0176,Female,0,Yes,No,32,No,Yes,No,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Credit card (automatic),78.88,2489.1,No
CUST0177,Male,0,No,No,34,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,One year,No,Mailed check,61.64,2103.78,No
CUST0178,Male,1,No,Yes,51,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,51.72,2653.9,No
CUST0179,Male,0,Yes,Yes,33,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),27.21,920.04,No
CUST0180,Male,0,No,Yes,40,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,One year,No,Mailed check,75.39,2991.12,No
CUST0181,Male,1,No,Yes,50,No,No,No,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,66.86,3301.92,No
CUST0182,Male,1,Yes,Yes,46,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,28.66,1276.23,No
CUST0183,Female,1,Yes,Yes,57,Yes,No,No,No,No,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),80.47,4579.41,Yes
CUST0184,Male,1,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,93.27,5267.7,No
CUST0185,Male,1,Yes,No,22,No,No phone service,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,96.26,2089.49,No
CUST0186,Male,1,Yes,No,47,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),110.35,5162.12,No
CUST0187,Female,1,Yes,Yes,21,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),59.77,1215.26,No
CUST0188,Male,0,No,No,16,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,115.21,1853.92,No
CUST0189,Male,0,No,No,68,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),106.27,7244.35,No
CUST0190,Female,1,Yes,No,10,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,48.24,496.69,No
CUST0191,Male,0,No,No,14,No,Yes,No,No,No internet service,Yes,No,No,Yes,Two year,No,Credit card (automatic),34.25,515.61,No
CUST0192,Male,0,Yes,No,34,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),62.41,2120.58,Yes
CUST0193,Male,0,No,Yes,32,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),58.99,1851.13,No
CUST0194,Male,1,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),76.72,1129.74,No
CUST0195,Male,1,Yes,No,33,Yes,No phone service,DSL,No,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,77.51,2574.07,No
CUST0196,Female,0,No,No,65,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,94.5,6153.81,No
CUST0197,Female,1,Yes,No,39,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,70.01,2733.49,No
CUST0198,Female,0,No,Yes,27,No,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.69,792.93,No
CUST0199,Male,0,No,Yes,46,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,105.55,4869.04,No
CUST0200,Male,0,Yes,No,38,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,49.6,1922.93,Yes
CUST0201,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),117.07,8086.43,No
CUST0202,Female,1,No,Yes,72,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),30.02,2189.3,No
CUST0203,Male,1,Yes,No,19,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,115.74,2173.93,Yes
CUST0204,Male,1,Yes,Yes,0,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,No,Mailed check,27.28,17.82,No
CUST0205,Female,0,Yes,Yes,71,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,41.57,2991.69,No
CUST0206,Male,1,Yes,No,62,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),22.75,1399.07,No
CUST0207,Female,0,Yes,Yes,66,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.92,5962.63,No
CUST0208,Female,1,No,Yes,3,Yes,No,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,104.73,336.67,Yes
CUST0209,Female,0,No,No,57,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,62.28,3505.91,No
CUST0210,Male,0,Yes,Yes,24,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),112.71,2713.19,Yes
CUST0211,Male,0,Yes,Yes,46,No,No phone service,No,No,No internet service,Yes,No,No,Yes,Two year,No,Mailed check,78.21,3560.68,No
CUST0212,Male,1,Yes,No,37,Yes,No phone service,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),82.26,3090.35,No
CUST0213,Male,1,No,No,14,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.23,1490.36,No
CUST0214,Male,1,Yes,No,62,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,48.27,2953.71,Yes
CUST0215,Male,1,No,Yes,20,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,54.14,1044.98,No
CUST0216,Male,0,No,No,56,Yes,Yes,No,No,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,110.41,6192.41,No
CUST0217,Female,1,No,Yes,52,No,No,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),109.9,5699.29,Yes
CUST0218,Male,1,Yes,No,45,No,No,No,No internet service,No internet service,No,No,No,Yes,One year,Yes,Mailed check,117.6,5245.49,No
CUST0219,Female,0,No,Yes,13,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Electronic check,109.99,1434.03,No
CUST0220,Male,0,Yes,No,16,No,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,30.99,484.62,No
CUST0221,Male,0,No,No,38,No,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.02,3836.87,No
CUST0222,Male,1,Yes,No,8,No,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,59.8,508.59,Yes
CUST0223,Female,0,No,No,5,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),119.06,636.81,Yes
CUST0224,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,66.17,1481.4,No
CUST0225,Female,0,No,No,58,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.49,4352.66,No
CUST0226,Female,1,Yes,No,45,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),72.04,3213.45,No
CUST0227,Male,0,Yes,Yes,37,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.82,1856.7,No
CUST0228,Female,1,Yes,No,13,No,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),25.65,304.3,No
CUST0229,Male,1,Yes,Yes,71,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),109.36,7791.07,Yes
CUST0230,Male,0,No,No,61,No,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,99.87,6136.86,No
CUST0231,Female,0,No,No,34,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Electronic check,32.23,1117.5,No
CUST0232,Female,1,Yes,No,18,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.23,1788.29,No
CUST0233,Female,0,No,Yes,29,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),81.84,2387.23,No
CUST0234,Female,0,Yes,No,24,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,59.73,1422.29,No
CUST0235,Female,1,Yes,No,39,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),43.91,1705.07,No
CUST0236,Female,1,No,No,13,No,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,105.69,1331.5,No
CUST0237,Female,0,Yes,Yes,25,No,No,No,No internet service,No,No,No,No,No,One year,Yes,Electronic check,89.42,2188.65,No
CUST0238,Female,1,Yes,Yes,21,Yes,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.87,1570.82,No
CUST0239,Male,0,No,No,47,Yes,No phone service,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.18,3762.3,Yes
CUST0240,Female,0,Yes,Yes,50,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.29,1369.72,Yes
CUST0241,Female,0,Yes,No,2,No,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.34,138.45,No
CUST0242,Male,1,Yes,No,41,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),37.76,1525.9,No
CUST0243,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),39.26,704.27,No
CUST0244,Male,0,No,No,72,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),85.45,6149.48,No
CUST0245,Male,0,No,No,27,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),110.95,2984.49,No
CUST0246,Female,1,No,No,44,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,No,Bank transfer (automatic),59.18,2635.99,No
CUST0247,Male,1,Yes,No,70,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),39.19,2738.42,No
CUST0248,Male,1,Yes,Yes,62,Yes,Yes,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.17,5228.9,No
CUST0249,Male,1,No,Yes,72,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),106.86,7733.47,Yes
CUST0250,Male,1,Yes,Yes,18,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Electronic check,94.33,1734.56,Yes
CUST0251,Female,0,Yes,Yes,46,No,No phone service,No,No internet service,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),106.61,4943.1,No
CUST0252,Male,1,Yes,Yes,13,No,Yes,No,Yes,No,No,No,No,No internet service,One year,No,Mailed check,72.73,922.49,No
CUST0253,Female,1,Yes,Yes,37,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.69,3457.03,Yes
CUST0254,Male,1,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.29,1655.19,Yes
CUST0255,Male,0,No,No,60,No,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),53.52,3189.07,No
CUST0256,Male,1,No,No,35,No,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),57.73,2061.49,Yes
CUST0257,Male,1,Yes,No,39,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,70.15,2750.77,No
CUST0258,Female,0,No,No,29,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),112.77,3228.5,No
CUST0259,Female,1,No,Yes,8,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),107.18,820.98,Yes
CUST0260,Male,0,Yes,Yes,63,No,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),31.72,1963.93,No
CUST0261,Male,0,Yes,No,32,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,35.62,1152.88,Yes
CUST0262,Female,0,No,No,51,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),54.48,2802.02,No
CUST0263,Male,0,No,Yes,13,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,47.66,655.54,No
CUST0264,Male,0,No,No,52,No,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),80.71,4240.98,Yes
CUST0265,Male,1,No,No,58,Yes,No,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Mailed check,110.08,6354.81,Yes
CUST0266,Female,0,Yes,No,40,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.15,4626.98,Yes
CUST0267,Female,0,No,No,67,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,84.67,5646.92,Yes
CUST0268,Female,1,No,Yes,67,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),103.49,6919.71,No
CUST0269,Male,0,Yes,No,7,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Electronic check,71.57,542.46,No
CUST0270,Male,1,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,39.25,46.76,No
CUST0271,Female,1,Yes,Yes,40,No,Yes,No,No,No,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),71.52,2884.62,No
CUST0272,Female,1,Yes,Yes,54,No,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Electronic check,74.62,4028.49,No
CUST0273,Female,0,Yes,No,15,No,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,93.73,1358.84,No
CUST0274,Female,0,No,Yes,61,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,40.43,2422.65,No
CUST0275,Male,0,No,No,47,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),55.57,2615.58,No
CUST0276,Female,1,Yes,No,29,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,55.13,1620.65,No
CUST0277,Male,0,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,Yes,No internet service,One year,No,Mailed check,115.86,1245.99,No
CUST0278,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,63.28,2173.71,No
CUST0279,Male,0,Yes,No,10,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,95.02,981.27,No
CUST0280,Female,1,Yes,No,63,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,94.58,5949.73,No
CUST0281,Female,1,No,No,49,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),45.09,2234.05,No
CUST0282,Female,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),76.33,1517.0,No
CUST0283,Female,0,No,Yes,68,No,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),109.22,7444.8,No
CUST0284,Male,0,No,No,47,No,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),66.47,3150.49,No
CUST0285,Female,0,No,Yes,19,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),114.4,2222.79,No
CUST0286,Male,1,No,No,66,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,39.87,2615.96,No
CUST0287,Male,1,Yes,No,43,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,25.56,1090.18,Yes
CUST0288,Male,1,Yes,No,32,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),108.93,3452.32,No
CUST0289,Male,1,Yes,No,72,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,104.46,7491.53,No
CUST0290,Female,0,Yes,No,60,No,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),119.24,7173.74,Yes
CUST0291,Male,0,No,Yes,8,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),87.3,740.1,No
CUST0292,Male,0,No,No,67,No,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),113.54,7596.64,No
CUST0293,Male,1,Yes,Yes,34,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),102.35,3447.88,No
CUST0294,Female,0,No,Yes,64,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,104.13,6642.83,Yes
CUST0295,Female,1,No,No,7,No,Yes,No,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,76.05,527.86,Yes
CUST0296,Female,1,No,No,44,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,No,Mailed check,57.0,2487.07,No
CUST0297,Female,0,Yes,No,46,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,113.32,5186.08,No
CUST0298,Male,0,Yes,No,39,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.08,2444.72,No
CUST0299,Male,0,Yes,No,53,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),72.96,3817.66,No
CUST0300,Female,1,No,Yes,45,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),63.5,2861.42,No
CUST0301,Male,0,Yes,No,46,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),75.61,3507.44,No
CUST0302,Male,1,Yes,No,14,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,65.99,900.48,No
CUST0303,Male,0,Yes,Yes,18,No,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),22.89,422.35,No
CUST0304,Female,1,Yes,Yes,25,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,107.97,2716.14,No
CUST0305,Female,1,Yes,No,51,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),63.33,3245.33,No
CUST0306,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,78.07,1634.05,No
CUST0307,Female,1,No,No,20,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),32.2,628.66,No
CUST0308,Female,1,No,Yes,50,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.35,951.09,No
CUST0309,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),43.02,1617.58,No
CUST0310,Female,1,Yes,No,19,No,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,89.87,1689.66,No
CUST0311,Female,0,No,Yes,28,No,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.12,747.66,Yes
CUST0312,Male,1,No,Yes,50,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.71,5492.68,No
CUST0313,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),39.93,79.22,Yes
CUST0314,Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Credit card (automatic),38.87,2107.27,Yes
CUST0315,Male,1,Yes,Yes,70,No,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,One year,No,Mailed check,36.51,2510.87,No
CUST0316,Female,1,Yes,Yes,27,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),19.43,508.3,Yes
CUST0317,Male,1,No,No,3,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,No,Mailed check,96.72,315.48,Yes
CUST0318,Male,1,Yes,No,21,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,107.25,2231.68,No
CUST0319,Male,1,Yes,Yes,44,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,80.64,3574.49,No
CUST0320,Female,0,Yes,No,66,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,37.2,2479.75,No
CUST0321,Female,1,Yes,No,65,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,47.1,3036.08,Yes
CUST0322,Male,0,No,No,33,No,Yes,No,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,66.54,2218.7,Yes
CUST0323,Female,0,No,Yes,54,No,No,No,Yes,No,No,No,No,Yes,Two year,No,Mailed check,115.34,6253.14,Yes
CUST0324,Female,1,No,No,0,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),43.23,-10.25,No
CUST0325,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),92.63,6547.77,No
CUST0326,Female,0,Yes,No,37,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),62.82,2326.47,No
CUST0327,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),48.38,284.04,No
CUST0328,Male,0,Yes,Yes,24,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),64.5,1561.96,Yes
CUST0329,Female,1,Yes,No,16,No,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),25.26,371.45,No
CUST0330,Female,0,No,No,60,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),99.47,5986.48,No
CUST0331,Male,1,No,Yes,11,Yes,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,42.82,463.74,No
CUST0332,Male,1,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),91.99,469.1,No
CUST0333,Female,0,No,No,26,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),24.97,672.63,No
CUST0334,Male,1,Yes,No,7,No,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),115.42,809.43,No
CUST0335,Female,1,Yes,Yes,64,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,37.69,2443.56,No
CUST0336,Female,1,No,Yes,56,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,One year,No,Electronic check,108.04,6072.46,No
CUST0337,Male,0,Yes,No,39,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),100.57,3933.74,No
CUST0338,Male,1,No,No,13,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),116.72,1482.44,No
CUST0339,Female,1,No,No,34,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),66.74,2302.75,No
CUST0340,Female,1,Yes,Yes,47,No,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),92.19,4376.52,No
CUST0341,Male,0,No,Yes,55,No,No,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Mailed check,55.81,3033.25,Yes
CUST0342,Female,1,Yes,No,48,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),36.81,1765.7,Yes
CUST0343,Male,0,Yes,No,12,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.19,734.17,No
CUST0344,Female,0,Yes,No,60,No,Yes,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,34.91,2120.05,Yes
CUST0345,Male,0,Yes,No,48,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Electronic check,118.17,5694.32,No
CUST0346,Male,0,No,No,45,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),27.82,1215.99,Yes
CUST0347,Male,0,Yes,No,61,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),78.1,4801.8,No
CUST0348,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,81.9,541.4,No
CUST0349,Female,1,No,No,42,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,72.88,3090.69,No
CUST0350,Male,0,No,Yes,19,No,No,No,No,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),85.54,1620.96,No
